ROW_NO	LONG_YN	DEAL_YN	PRDT_CD	PRDT_NM	MODEL_NM	PRDT_3PL_CD	PRDT_TP	PRDT_TP_CD	PRDT_TP_NM	STCK_TP	STCK_TP_CD	STCK_TP_NM	WHSE_CD	WHSE_NM	STCK_SUM_QTY	STCK_RSV_QTY	STCK_CAN_QTY	MAJ_CTGR_CD	MAJ_CTGR_NM	MID_CTGR_CD	MID_CTGR_NM	MIN_CTGR_CD	MIN_CTGR_NM	PM_EMPY_CD	PM_EMPY_NM	INV_COST_PR	INV_COST_AMT	UPDATE_ON	MAKR_ID	MAKR_NM	CUST_T2_NM	PURC_ORD_EMPY_CD	PURC_ORD_EMPY_NM	USD_PURC_PR	UPD_DTM
318	N	N	MP202508120024	Logitech Webcam C925e	960-001075	GD202010230034	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000020	외부매입	MC00000285	Webcam			106000.0	106000.0	2025-09-01T14:26:05.35	100042	Logitech	고우넷&BASE	ME00000069	박형근	0.0	2025-10-24T13:56:41.973
319	N	N	MP202506090006	Webcam C930e	960-000976	GD202101150006	GD	GD	상품	0	0	양품	MW00000001	본사임시창고	20	0	20	MC00000003	Logitech VC	MC00000020	외부매입	MC00000285	Webcam			135000.0	2700000.0	2025-12-23T12:20:15.367	100042	Logitech	고우넷	ME00000069	박형근	0.0	2025-12-23T12:20:15.363
320	N	N	MP202506090006	Webcam C930e	960-000976	GD202101150006	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	8	0	8	MC00000003	Logitech VC	MC00000020	외부매입	MC00000285	Webcam			135000.0	1080000.0	2025-12-23T12:20:05.71	100042	Logitech	고우넷	ME00000069	박형근	0.0	2025-12-23T12:20:15.363
321	N	N	MP202511250023	Webcam C930e	960-000976	GD202101150006	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000020	외부매입	MC00000285	Webcam			140000.0	280000.0	2025-12-05T16:56:52.22	100042	Logitech	마인드온	ME00000069	박형근	0.0	2025-12-05T16:56:52.21
322	N	Y	MP202511250013	SWYTCH_OB	952-000014	GD202512080101	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	1	0	1	MC00000003	Logitech VC	MC00000020	외부매입	MC00000325	Connector			1008000.0	1008000.0	2025-12-05T16:56:52.217	100042	Logitech	마인드온	ME00000069	박형근	0.0	2025-12-05T16:56:52.21
323	N	N	MP202510200023	LG 32인치 스마트모니터 스윙	32U889SAW		GD	GD	상품	0	0	양품	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000020	외부매입	MC00000535	Monitor			868182.0	868182.0	2025-10-21T11:35:07.747	100021	LG	Logitech 데모	ME00000011	신지호	0.0	2025-10-21T11:35:07.727
324	N	N	MP202510200024	LG 스윙 스탠드 플레이트	STA33P		GD	GD	상품	0	0	양품	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000020	외부매입	MC00000535	Monitor			31818.0	31818.0	2025-10-21T11:35:07.747	100021	LG	Logitech 데모	ME00000011	신지호	0.0	2025-10-21T11:35:07.727
325	Y	N	MP202504230064	MeetUp + RoomMate + TAP IP	991-000433	GD202504220654	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	1	0	1	MC00000003	Logitech VC	MC00000522	Bundle	MC00000523	Bundle			2068000.0	2068000.0	2025-05-14T10:27:20.61	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.437
326	Y	N	MP202504230066	Rally Bar + TAP IP	991-000431	GD202504220656	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	3	0	3	MC00000003	Logitech VC	MC00000522	Bundle	MC00000523	Bundle			4526000.0	13578000.0	2025-10-29T15:25:02.66	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.4
327	Y	N	MP202508060035	Rally Bar + TAP IP	991-000431	GD202504220656	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	4	0	4	MC00000003	Logitech VC	MC00000522	Bundle	MC00000523	Bundle			4317390.0	17269560.0	2025-11-11T19:15:02.067	100042	Logitech	BASE	ME00000020	김민회	3115.0	2025-08-13T17:40:50.18
328	N	N	MP202511120030	Rally Bar + TAP IP	991-000431	GD202504220656	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000522	Bundle	MC00000523	Bundle			4543227.5	9086455.0	2025-11-18T14:01:07.243	100042	Logitech	BASE	ME00000020	김민회	3115.0	2025-11-18T14:01:07.243
329	N	N	MP202511120029	Rally Bar Mini + TAP IP	991-000396	GD202504220652	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000522	Bundle	MC00000523	Bundle			3479981.0	6959962.0	2025-11-18T14:01:07.3	100042	Logitech	BASE	ME00000020	김민회	2386.0	2025-11-18T14:01:07.3
330	Y	N	MP202508060034	Rally Bar Mini + TAP IP	991-000396	GD202504220652	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	2	0	2	MC00000003	Logitech VC	MC00000522	Bundle	MC00000523	Bundle			3306996.0	6613992.0	2025-11-17T13:25:01.077	100042	Logitech	BASE	ME00000020	김민회	2386.0	2025-08-13T17:40:50.2
331	Y	N	MP202505190053	Rally Bar Mini + TAP IP	991-000396	GD202504220652	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	1	0	1	MC00000003	Logitech VC	MC00000522	Bundle	MC00000523	Bundle			3256890.0	3256890.0	2025-11-10T15:25:01.337	100042	Logitech	BASE	ME00000020	김민회	2386.0	2025-05-29T09:56:13.607
